,60/40,BTC,ETH,HFs,PE,RealEstate,Macro,SG CTA,Commodities,Gold
2018-05-14,330.74709676901887,8811.66,736.4600000000013,1272.66,42.668582916259766,20.012983322143505,1027.133,2189.61,21.37726211547856,124.48999786376953
2018-05-15,328.6400602425703,8518.76,712.2250000000013,1273.11,42.49512481689453,19.671632766723587,1027.133,2197.832,21.35034751892094,122.4800033569336
2018-05-16,329.2315435841824,8291.23,694.8300000000013,1275.14,42.70326614379883,19.60812377929683,1027.133,2200.523,21.490314483642624,122.29000091552734
2018-05-17,328.98430954628026,8204.05,686.7250000000013,1276.92,42.807350158691406,19.550170898437454,1027.133,2205.02,21.511846542358445,122.36000061035156
2018-05-18,328.96220835211943,8229.58,687.2900000000011,1276.22,42.73795700073242,19.520799636840774,1027.133,2196.464,21.52261734008794,122.41000366210938
2018-05-21,330.57712352787973,8406.89,697.8150000000012,1277.33,43.154232025146484,19.743080139160107,1027.133,2196.124,21.716415405273484,122.4800033569336
2018-05-22,329.95806329947254,8108.52,654.3250000000011,1276.04,43.2583122253418,19.75101661682124,1027.133,2195.512,21.69488143920903,122.41000366210938
2018-05-23,331.09403866080174,7590.0,586.5000000000009,1271.88,42.911399841308594,19.941539764404247,1027.133,2181.494,21.735258102417035,122.54000091552734
2018-05-24,330.99939657133336,7552.45,590.7450000000009,1269.88,42.70326614379883,19.94948387145991,1027.133,2169.976,21.554914474487347,123.58999633789062
2018-05-25,331.0121594515644,7448.08,583.190000000001,1267.93,42.52981185913086,19.965354919433544,1027.133,2152.128,21.215764999389695,123.20999908447266
2018-05-28,331.0121594515644,7214.8,524.1850000000007,1267.93,42.52981185913086,19.965354919433544,1027.133,2151.807,21.215764999389695,123.20999908447266
2018-05-29,330.0420694322818,7501.54,568.820000000001,1262.72,41.62788009643555,19.941539764404247,1027.133,2120.452,20.94121360778813,123.19000244140625
2018-05-30,332.1808415293661,7337.26,548.5600000000009,1266.32,42.11354446411133,20.25114440917964,1027.133,2125.915,21.269598007202195,123.37000274658203
2018-05-31,330.8678734181052,7538.28,580.225000000001,1267.13,42.04415512084961,20.147943496704055,1036.862,2118.919,21.145778656005906,123.0999984741211
2018-06-01,332.3867400080565,7437.74,565.7150000000009,1267.82,42.52981185913086,20.25114440917964,1036.862,2123.82,21.016580581665085,122.48999786376953
2018-06-04,332.90973095119426,7525.77,596.885000000001,1267.34,42.668582916259766,20.39403533935542,1036.862,2122.194,20.828163146972702,122.37000274658203
2018-06-05,333.38490335343766,7629.53,608.015000000001,1269.64,42.633888244628906,20.370218276977493,1036.862,2123.965,20.887376785278366,122.8499984741211
2018-06-06,334.5939618350171,7619.32,604.4050000000011,1271.4,42.94609069824219,20.42579269409175,1036.862,2116.064,21.048879623413132,122.91999816894531
2018-06-07,335.10958862735407,7660.06,602.2150000000012,1272.82,42.911399841308594,20.38609313964839,1036.862,2115.418,21.156545639038132,122.86000061035156
2018-06-08,335.54840919704975,7646.28,598.7250000000012,1271.64,42.87672424316406,20.465488433837844,1036.862,2114.893,21.12424659729009,123.01000213623047
2018-06-11,335.70036864062394,6760.89,515.670000000001,1273.39,43.08484649658203,20.386093139648395,1036.862,2112.082,21.09194564819341,123.2300033569336
2018-06-12,335.89482400089184,6531.39,490.7050000000009,1274.57,42.98078918457031,20.44166183471675,1036.862,2111.858,21.10809516906743,122.81999969482422
2018-06-13,335.0782008411615,6260.96,470.13500000000084,1274.47,43.11954879760742,20.163818359374954,1036.862,2119.11,21.129629135131886,123.19000244140625
2018-06-14,336.0028889316675,6658.78,519.2200000000009,1273.97,43.2583122253418,20.26702117919917,1036.862,2138.087,20.973512649536183,123.37999725341797
2018-06-15,335.8366691749087,6497.97,494.4200000000009,1271.05,43.11954879760742,20.259088516235305,1036.862,2126.159,20.48901367187505,121.33999633789062
2018-06-18,335.4704933040066,6727.55,518.9650000000009,1270.8,42.95514678955078,20.235263824462844,1036.862,2125.77,20.67742729187017,121.11000061035156
2018-06-19,335.01102076329244,6695.44,531.3800000000009,1267.61,42.605342864990234,20.138795852661087,1036.862,2117.971,20.43518066406255,120.80000305175781
2018-06-20,334.95167049643396,6748.89,532.660000000001,1269.29,42.605342864990234,20.355854034423782,1036.862,2122.281,20.42441177368169,120.26000213623047
2018-06-21,333.98828334029923,6719.47,525.9100000000009,1265.32,42.50040817260742,20.371929168701126,1036.862,2111.449,20.254838943481495,120.05000305175781
2018-06-22,334.3892783108814,6070.19,462.9150000000008,1267.47,42.605342864990234,20.58096122741695,1036.862,2117.51,20.698959350585987,120.33999633789062
2018-06-25,331.7515112513057,6250.81,458.6800000000008,1262.84,41.975711822509766,20.508609771728473,1036.862,2098.779,20.462095260620167,119.88999938964844
2018-06-26,332.2653294165945,6181.64,440.9100000000008,1263.09,41.9057502746582,20.548809051513626,1036.862,2107.803,20.688426971435597,119.26000213623047
2018-06-27,331.0610173707885,6124.96,434.5400000000008,1263.36,41.485992431640625,20.42016983032222,1036.862,2125.283,20.809965133667042,118.58000183105469
2018-06-28,332.0941255255865,6044.92,433.48000000000076,1262.26,41.3460693359375,20.60105895996089,1036.862,2131.385,20.785655975341847,118.22000122070312
2018-06-29,332.28731613140656,5899.64,413.1700000000007,1264.78,41.9057502746582,20.629198074340774,1036.862,2130.463,21.098955154419,118.6500015258789
2018-07-02,332.58699007834656,6620.01,474.8600000000008,1267.1,41.975711822509766,20.516649246215774,1036.862,2141.284,20.69923019409185,117.45999908447266
2018-07-03,332.2205046025686,6613.86,469.9850000000008,1267.77,42.290531158447266,20.637233734130813,1036.862,2128.789,20.71003532409673,118.6500015258789
2018-07-04,332.2205046025686,6686.23,474.4750000000009,1267.77,42.290531158447266,20.637233734130813,1036.862,2126.63,20.71003532409673,118.6500015258789
2018-07-05,333.85598620619436,6507.68,463.2200000000008,1268.67,42.64032745361328,20.862342834472607,1036.862,2129.998,20.84507369995122,119.05000305175781
2018-07-06,335.6689202378256,6570.76,468.4250000000008,1269.18,42.9901237487793,20.97489356994624,1036.862,2119.252,20.877485275268608,118.86000061035156
2018-07-09,337.15128989944884,6695.86,475.14000000000084,1272.51,43.33992004394531,20.910577774047805,1036.862,2130.42,21.05844116210943,119.1500015258789
2018-07-10,337.78133620113766,6387.83,440.67700000000076,1275.22,43.20000457763672,20.910577774047805,1036.862,2139.4,21.14757156372076,118.93000030517578
2018-07-11,336.55688165401887,6354.19,437.68500000000074,1271.15,42.81521987915039,20.741754531860305,1036.862,2135.399,20.52097702026373,117.63999938964844
2018-07-12,338.34760938810786,6172.95,427.6900000000007,1274.2,43.20000457763672,20.838222503662067,1036.862,2147.848,20.607402801513725,118.12999725341797
2018-07-13,338.73023572798803,6185.23,430.57300000000066,1276.34,43.26995849609375,20.81410408020015,1036.862,2158.844,20.63980865478521,117.61000061035156
2018-07-16,338.32557219794865,6661.85,475.87000000000074,1270.37,43.409873962402344,20.749792098998977,1036.862,2134.363,20.323814392089897,117.55000305175781
2018-07-17,339.07705026437924,7314.0,499.87200000000075,1271.34,43.58477783203125,20.637233734130813,1036.862,2146.53,20.261692047119194,116.27999877929688
2018-07-18,339.40605114777617,7336.6,473.51500000000067,1272.16,43.899600982666016,20.597040176391552,1036.862,2155.838,20.461557388305717,116.30999755859375
2018-07-19,338.9922033616134,7418.83,467.0430000000007,1273.47,43.5497932434082,20.677434921264602,1036.862,2161.182,20.364328384399467,115.80999755859375
2018-07-20,338.28891433928885,7351.07,444.2500000000007,1270.41,43.72468948364258,20.621154785156204,1036.862,2133.343,20.43994903564458,116.55999755859375
2018-07-23,338.02002597850964,7702.88,447.84700000000066,1269.45,43.47983932495117,20.580961227416942,1036.862,2129.856,20.510171890258842,116.0
2018-07-24,339.14617714491976,8227.05,472.0250000000007,1268.14,43.61975860595703,20.564880371093704,1036.862,2129.761,20.61280250549322,116.04000091552734
2018-07-25,340.81701878289283,8176.35,475.0770000000007,1266.42,44.074493408203125,20.709596633911087,1036.862,2123.924,20.86127662658697,116.68000030517578
2018-07-26,340.18195656410256,8138.47,471.9370000000007,1267.26,43.58477783203125,20.661355972289993,1036.862,2138.227,20.89909172058111,115.7699966430664
2018-07-27,338.9806992020699,8225.12,466.6850000000007,1266.11,43.689720153808594,20.524682998657184,1036.862,2132.074,20.828868865966854,115.83000183105469
2018-07-30,337.732326212971,8146.16,453.5480000000007,1263.51,43.58477783203125,20.57292175292964,1036.862,2111.577,20.97471618652349,115.6500015258789
2018-07-31,338.9276599022811,7689.43,432.17000000000064,1262.9,43.58477783203125,20.81410408020015,1039.681,2115.505,20.88828849792486,115.98999786376953
2018-08-01,338.2696565097828,7482.23,409.56300000000056,1263.79,43.51481628417969,20.830179214477493,1039.681,2112.449,20.67221832275396,115.13999938964844
2018-08-02,339.5493888033063,7546.53,409.71000000000055,1262.71,43.20000457763672,20.822143554687457,1039.681,2120.71,20.67761993408208,114.5199966430664
2018-08-03,340.7766764519243,7388.58,415.4950000000005,1263.22,43.374900817871094,21.007049560546832,1039.681,2120.111,20.73704147338872,114.91999816894531
2018-08-06,341.60535979485536,6919.84,403.3820000000005,1264.03,43.444854736328125,20.99096870422359,1039.681,2131.624,20.80726432800298,114.33000183105469
2018-08-07,342.0215907737378,6877.76,384.6630000000005,1265.02,43.58477783203125,20.982934951782184,1039.681,2134.243,20.83427047729497,114.58999633789062
2018-08-08,342.0508842465385,6316.9,357.88000000000045,1264.29,43.96955871582031,20.902536392211875,1039.681,2124.687,20.650613784790085,114.91000366210938
2018-08-09,342.1296634513879,6507.67,363.4700000000005,1264.6,43.96955871582031,20.894495010375937,1039.681,2132.044,20.547979354858448,114.73999786376953
2018-08-10,341.30114584788186,6191.24,342.94500000000045,1262.32,43.374900817871094,20.64929771423336,1039.681,2144.265,20.504770278930714,114.69000244140625
2018-08-13,340.48372300049897,6277.69,288.5420000000003,1257.97,43.130035400390625,20.613924026489222,1039.681,2146.784,20.385934829711964,112.95999908447266
2018-08-14,341.67490031559817,6074.26,259.0770000000003,1260.6,43.23497772216797,20.677434921264613,1039.681,2156.36,20.41294288635259,113.06999969482422
2018-08-15,340.44445182517643,6374.87,287.72000000000037,1257.47,42.50040817260742,20.789987564086882,1039.681,2156.398,19.905181884765675,111.19000244140625
2018-08-16,342.07926580599144,6255.1,283.38000000000034,1259.56,42.71028518676758,20.945146560668913,1039.681,2157.425,20.0402221679688,111.0999984741211
2018-08-17,342.86543744082167,6480.85,300.5050000000004,1260.83,43.09505844116211,21.17588043212887,1039.681,2158.567,20.196874618530323,112.12999725341797
2018-08-20,343.73050258867494,6455.22,286.1650000000004,1261.13,43.33992004394531,21.208034515380824,1039.681,2156.903,20.28870391845708,112.69000244140625
2018-08-21,344.03981242868116,6451.86,277.2770000000004,1262.25,43.65473937988281,21.12764167785641,1039.681,2141.991,20.31570816040044,113.0199966430664
2018-08-22,344.1627702556424,6331.13,267.79000000000036,1262.99,43.899600982666016,21.039211273193324,1039.681,2145.084,20.47235870361333,113.2699966430664
2018-08-23,343.870787472731,6418.67,273.4000000000003,1263.55,43.72468948364258,20.97489356994625,1039.681,2164.67,20.353521347045948,112.19999694824219
2018-08-24,345.17262760235184,6611.44,279.98500000000035,1263.83,44.1794319152832,21.063329696655234,1039.681,2153.804,20.569591522216847,114.16000366210938
2018-08-27,346.5392312283744,6719.04,276.7650000000003,1266.81,44.564212799072266,21.103519439697227,1039.681,2150.49,20.650613784790092,114.58999633789062
2018-08-28,346.3420564543556,7083.46,294.04000000000036,1268.05,44.49425506591797,21.25627136230465,1039.681,2154.888,20.601999282836967,113.68000030517578
2018-08-29,347.44826214245137,7042.05,289.89700000000033,1270.04,44.529232025146484,21.264310836791957,1039.681,2163.864,20.72623825073247,114.19999694824219
2018-08-30,346.8296207861121,6916.68,284.6330000000004,1269.71,44.039520263671875,21.10351943969723,1039.681,2172.814,20.63441085815435,113.63999938964844
2018-08-31,346.86310229369303,7044.6,283.2400000000004,1268.61,43.899600982666016,21.143720626831023,1034.171,2171.367,20.623603820800835,113.51000213623047
2018-09-03,346.86310229369303,7298.59,290.55700000000047,1268.61,43.899600982666016,21.143720626831023,1034.171,2171.444,20.623603820800835,113.51000213623047
2018-09-04,346.19031070014205,7361.57,285.2970000000004,1266.84,43.444854736328125,20.9346942901611,1034.171,2177.157,20.51017189025884,112.93000030517578
2018-09-05,345.60463455807286,6949.01,245.55300000000034,1262.5,42.9901237487793,21.023130416870085,1034.171,2152.292,20.43130683898931,113.31999969482422
2018-09-06,345.24032541818116,6440.22,224.69800000000035,1256.74,42.9901237487793,21.071369171142546,1034.171,2143.693,20.321111679077198,113.54000091552734
2018-09-07,344.2281854722367,6446.93,218.42500000000035,1256.78,42.85020065307617,20.878421783447234,1034.171,2150.11,20.337316513061573,113.2300033569336
2018-09-10,344.6736003172378,6301.63,196.5300000000003,1256.77,43.130035400390625,20.92826652526852,1034.171,2151.151,20.294103622436573,113.1500015258789
2018-09-11,344.88767379674124,6253.25,181.8480000000003,1259.34,43.33992004394531,20.9346942901611,1034.171,2168.661,20.434545516967827,113.22000122070312
2018-09-12,345.09594228091447,6305.47,181.9780000000003,1258.6,43.689720153808594,21.00704956054684,1034.171,2154.925,20.634410858154354,114.16999816894531
2018-09-13,346.3381652382058,6467.47,205.69000000000034,1258.26,44.109474182128906,21.07940483093258,1034.171,2141.482,20.46695518493658,113.76000213623047
2018-09-14,346.12661111719905,6535.01,218.5630000000004,1260.5,44.21441650390625,20.942733764648402,1034.171,2158.47,20.512870788574276,113.0199966430664
2018-09-17,345.02215656717306,6216.01,194.84500000000037,1259.59,44.249393463134766,20.990968704223597,1034.171,2150.636,20.499368667602596,113.61000061035156
2018-09-18,345.6260165009861,6317.7,207.7800000000004,1262.45,44.45927047729492,20.999010086059535,1034.171,2155.576,20.650613784790096,113.44000244140625
2018-09-19,345.63162549150013,6423.81,210.89800000000037,1261.71,44.45927047729492,20.757823944091765,1034.171,2149.297,20.731639862060604,113.87999725341797
2018-09-20,347.37716132282816,6377.21,208.64800000000037,1263.09,44.9489860534668,20.934694290161104,1034.171,2130.82,20.76404762268072,114.2699966430664
2018-09-21,347.2325995973891,6708.69,242.49000000000044,1263.1,45.053924560546875,20.862342834472628,1034.171,2130.838,20.84507369995123,113.48999786376953
2018-09-24,346.37350444419184,6626.29,234.45500000000044,1262.64,44.925270080566406,20.629198074340792,1034.171,2136.027,21.039535522460994,113.47000122070312
2018-09-25,346.04373447395193,6386.6,213.9830000000004,1262.09,44.7108154296875,20.597040176391573,1034.171,2142.595,21.082748413085998,113.6500015258789
2018-09-26,345.8332872126909,6497.72,219.3080000000004,1259.45,44.675079345703125,20.51416015624997,1034.171,2136.756,21.033329010009826,113.05000305175781
2018-09-27,346.43060259463897,6694.08,228.1780000000004,1258.94,44.38916015625,20.53877830505368,1034.171,2152.454,21.044191360473693,112.05000305175781
2018-09-28,346.51812855569517,6643.42,220.5280000000004,1259.88,43.96028518676758,20.69468879699704,1034.171,2157.667,21.141944885253967,112.76000213623047
2018-10-01,346.858183964456,6550.06,229.2430000000004,1261.03,44.103248596191406,20.57160186767575,1034.171,2176.39,21.462358474731502,112.56999969482422
2018-10-02,347.09512191281453,6524.3,225.6530000000004,1258.52,43.781578063964844,20.48133850097653,1034.171,2162.12,21.538389205932674,113.87000274658203
2018-10-03,346.17582147880603,6438.41,217.1130000000004,1262.65,43.9245491027832,20.276197433471648,1034.171,2190.378,21.685018539428768,113.41999816894531
2018-10-04,344.1908216520897,6546.01,222.09500000000037,1257.44,43.20974349975586,19.997207641601527,1034.171,2175.446,21.516664505004936,113.4800033569336
2018-10-05,342.70423621714315,6539.04,222.19300000000038,1252.56,42.88808059692383,20.046438217163054,1034.171,2169.154,21.455299377441463,113.80000305175781
2018-10-08,342.75931918130095,6623.01,229.3950000000004,1249.25,42.31624221801758,20.26799201965329,1034.171,2165.662,21.40533638000494,112.54000091552734
2018-10-09,342.7213549771502,6579.83,226.66800000000038,1245.53,42.101802825927734,20.382871627807585,1034.171,2158.003,21.48407936096197,112.5999984741211
2018-10-10,336.2972057206498,6534.38,225.01300000000037,1237.82,40.77941131591797,20.112087249755824,1034.171,2134.825,21.07134056091314,112.87999725341797
2018-10-11,332.4882082472726,6204.33,199.27000000000035,1229.39,40.279048919677734,19.701801300048796,1034.171,2072.678,20.756361007690483,115.77999877929688
2018-10-12,335.0200849845305,6214.23,196.61500000000032,1229.62,40.67219924926758,19.700981140136683,1034.171,2067.951,20.875835418701225,115.2300033569336
2018-10-15,333.99677881269054,6390.7,204.71800000000033,1229.54,40.493507385253906,19.72642135620114,1034.171,2062.922,20.984451293945366,116.0
2018-10-16,338.26409085972045,6460.39,207.17300000000037,1233.55,41.315521240234375,20.087467193603484,1034.171,2068.199,21.08763694763189,115.80000305175781
2018-10-17,337.90016705330015,6437.85,206.16300000000038,1234.24,40.993858337402344,20.06284713745114,1034.171,2078.359,20.92471313476568,115.79000091552734
2018-10-18,335.258469579235,6392.22,202.12800000000036,1230.93,40.24331283569336,19.97259140014645,1034.171,2084.647,20.707485198974663,115.91999816894531
2018-10-19,334.9860865021619,6384.37,204.4580000000004,1230.09,40.100345611572266,20.07926177978512,1034.171,2085.59,20.767221450805717,116.01000213623047
2018-10-22,334.1288820373852,6413.52,206.38500000000042,1227.84,40.17183303833008,19.90694236755368,1034.171,2085.024,20.7509269714356,115.70999908447266
2018-10-23,333.4881605754749,6390.78,205.59800000000044,1224.1,39.59999084472656,19.95617485046383,1034.171,2073.524,20.38706970214849,116.38999938964844
2018-10-24,328.3171776845747,6425.61,204.4900000000004,1216.23,38.38482666015625,19.931560516357386,1034.171,2085.936,20.20242309570318,116.66000366210938
2018-10-25,331.38285551792586,6400.44,199.9330000000004,1219.69,38.9566764831543,20.251583099365195,1034.171,2090.587,20.21871376037603,116.4000015258789
2018-10-26,328.61364064567124,6401.99,200.67000000000039,1215.2,38.70648956298828,19.923353195190394,1034.171,2083.539,20.321897506713917,116.7699966430664
2018-10-29,327.55096670711333,6243.46,193.26500000000036,1211.47,38.24186706542969,20.054647445678675,1034.171,2087.725,20.15897750854497,116.30999755859375
2018-10-30,330.0376920160779,6265.27,194.6680000000004,1213.87,38.88519287109375,20.226964950561488,1034.171,2094.966,20.12639427185064,115.80000305175781
2018-10-31,331.7339119606628,6302.4,196.44000000000037,1220.75,39.492774963378906,19.997207641601527,1036.921,2097.473,20.120962142944386,115.1500015258789
2018-11-01,333.9076237439982,6335.36,197.2430000000004,1225.29,40.314788818359375,20.144910812377894,1036.921,2058.048,20.177982330322315,116.62999725341797
2018-11-02,331.97847715115006,6351.1,200.04800000000037,1224.79,40.24331283569336,19.95617485046383,1036.921,2051.203,20.196992874145558,116.6500015258789
2018-11-05,333.1315007070465,6400.96,206.82500000000041,1224.43,40.207584381103516,20.235170364379847,1036.921,2056.199,20.218713760376026,116.37000274658203
2018-11-06,334.21408503834147,6420.95,215.93800000000041,1225.05,40.24331283569336,20.333637237548793,1036.921,2057.733,20.180702209472706,116.04000091552734
2018-11-07,338.41669270925667,6501.65,217.05800000000042,1227.79,40.815155029296875,20.65365409851071,1036.921,2046.163,20.359912872314503,116.02999877929688
2018-11-08,337.85952742693934,6419.5,212.5300000000004,1225.69,40.38627624511719,20.6290416717529,1036.921,2055.05,20.17146873474126,115.77999877929688
2018-11-09,336.4430003382043,6326.2,207.75300000000038,1221.09,40.02888107299805,20.571601867675753,1036.921,2070.572,20.001485824585014,114.4800033569336
2018-11-12,333.15404014309087,6309.96,207.9130000000004,1215.08,39.06389236450195,20.51416015624997,1036.921,2085.845,19.82444381713872,113.66000366210938
2018-11-13,332.9005907729568,6280.74,203.5980000000004,1213.07,39.31406784057617,20.57980537414548,1036.921,2080.891,19.46384048461919,113.69999694824219
2018-11-14,331.8635010755345,5551.06,176.11500000000035,1211.79,39.34981155395508,20.596216201782198,1036.921,2080.78,19.572454452514698,114.63999938964844
2018-11-15,333.97222838415087,5469.65,175.23500000000035,1211.81,39.24259948730469,20.415697097778292,1036.921,2070.475,19.556163787841847,114.7699966430664
2018-11-16,334.9069376690639,5451.72,170.91800000000032,1209.8,39.171112060546875,20.588010787963835,1036.921,2052.597,19.648485183715874,115.62000274658203
2018-11-19,331.8104894933815,4785.55,147.26800000000026,1207.79,38.56352615356445,20.56339645385739,1036.921,2053.224,19.5724544525147,115.66999816894531
2018-11-20,328.22949176678037,4337.68,131.29000000000025,1204.77,37.88447189331055,20.407489776611296,1036.921,2069.807,19.061962127685597,115.66999816894531
2018-11-21,328.8440340529465,4450.42,132.21300000000022,1208.93,38.670745849609375,20.44851493835446,1036.921,2061.179,19.2846240997315,115.86000061035156
2018-11-22,328.8440340529465,4427.83,128.75500000000022,1208.93,38.670745849609375,20.44851493835446,1036.921,2061.184,19.2846240997315,115.86000061035156
2018-11-23,327.6639255035698,4260.57,120.06500000000021,1209.88,38.77797317504883,20.47313117980954,1036.921,2075.672,18.947916030883842,115.7699966430664
2018-11-26,330.5859310787953,3663.84,104.38300000000018,1209.86,39.171112060546875,20.53877830505368,1036.921,2072.89,18.991363525390675,115.63999938964844
2018-11-27,331.3662776379242,3767.37,108.45000000000019,1207.68,38.88519287109375,20.579805374145476,1036.921,2080.977,18.92076301574712,114.94999694824219
2018-11-28,335.76196511395943,4221.02,120.60000000000018,1210.35,39.56425094604492,20.817773818969695,1036.921,2065.791,19.1162719726563,115.37999725341797
2018-11-29,335.692909216331,4183.59,114.90800000000019,1211.17,39.38555145263672,20.711097717285124,1036.921,2067.451,19.132562637329155,115.73999786376953
2018-11-30,337.16064941906853,3930.38,111.48800000000017,1213.22,39.06389236450195,20.752128601074183,1027.258,2074.684,19.0619621276856,115.54000091552734
2018-12-03,340.0722895473789,3870.97,108.44000000000017,1216.39,39.742950439453125,20.883420944213835,1027.258,2049.588,19.43668556213384,116.41000366210938
2018-12-04,334.2652773931341,3898.03,108.86800000000017,1209.01,38.4563102722168,20.579805374145476,1027.258,2056.414,19.24660873413091,117.12000274658203
2018-12-05,334.2652773931341,3723.53,101.68800000000017,1209.01,38.4563102722168,20.579805374145476,1027.258,2062.899,19.24660873413091,117.12000274658203
2018-12-06,334.332382935742,3596.41,95.07000000000015,1205.84,38.027435302734375,21.039323806762663,1027.258,2078.331,19.110837936401417,117.13999938964844
2018-12-07,330.2737954169163,3388.91,92.99800000000015,1202.01,37.455589294433594,20.850589752197234,1027.258,2063.16,19.051105499267628,118.08999633789062
2018-12-10,330.7135854918022,3400.92,89.05800000000015,1198.97,37.02670669555664,20.72750663757321,1027.258,2087.187,18.828441619873097,117.68000030517578
2018-12-11,330.3966544442514,3373.78,87.91000000000014,1198.5,36.990970611572266,20.719303131103484,1027.258,2086.948,18.888179779052784,117.54000091552734
2018-12-12,330.9581207587065,3440.18,89.89800000000014,1200.4,37.59855270385742,20.473131179809542,1027.258,2068.662,18.942487716674854,117.79000091552734
2018-12-13,330.97699371326974,3254.81,84.34000000000015,1197.18,37.38410949707031,20.538778305053683,1027.258,2065.229,19.08368682861333,117.52999877929688
2018-12-14,327.7020616162085,3156.89,81.79000000000013,1195.76,36.77653121948242,20.522367477416964,1027.258,2079.678,18.844734191894585,117.05999755859375
2018-12-17,324.4711467102937,3493.65,93.91500000000015,1192.0,35.883026123046875,19.89873504638669,1027.258,2075.092,18.64379692077642,117.87000274658203
2018-12-18,324.6221634756409,3535.18,93.85300000000014,1192.34,36.061729431152344,20.13666343688962,1027.258,2092.032,18.425271987915092,118.1500015258789
2018-12-19,322.39567003192246,3668.85,98.90300000000016,1189.86,35.56135940551758,19.904542922973604,1027.258,2093.263,18.401390075683643,117.43000030517578
2018-12-20,319.2970822954501,3993.58,114.19500000000018,1184.27,35.20396041870117,19.722158432006808,1027.258,2100.652,18.049123764038136,119.23999786376953
2018-12-21,315.80832107821294,3848.6,108.02300000000017,1181.16,34.98952102661133,19.415422439575167,1027.258,2107.784,18.037181854248097,118.72000122070312
2018-12-24,311.6043213716016,4063.94,142.2300000000002,1176.89,34.73933792114258,18.951179504394506,1027.258,2109.948,17.822240829467823,120.0199966430664
2018-12-25,311.6043213716016,3789.31,130.0600000000002,1176.89,34.73933792114258,18.951179504394506,1027.258,2110.876,17.822240829467823,120.0199966430664
2018-12-26,319.4223655066472,3775.48,128.3980000000002,1182.18,35.74007034301758,19.448581695556616,1027.258,2108.523,18.323772430419975,119.66000366210938
2018-12-27,321.13926990133643,3585.43,115.47500000000018,1184.36,35.77580261230469,19.432004928588842,1027.258,2113.129,18.156593322753956,120.56999969482422
2018-12-28,321.6861080417499,3892.14,134.5980000000002,1186.21,35.95450973510742,19.514905929565405,1027.258,2106.219,18.120771408081104,121.05999755859375
2018-12-31,323.6349368797555,3674.18,130.04000000000016,1189.86,35.77580261230469,19.415422439575167,1020.596,2104.644,18.20435905456548,121.25
2019-01-01,323.6349368797555,3720.6,137.7400000000002,1189.86,35.77580261230469,19.415422439575167,1020.596,2104.573,18.20435905456548,121.25
2019-01-02,324.1105188385505,3884.98,154.55000000000024,1193.19,35.77580261230469,19.18330001831052,1020.596,2125.857,18.305860519409233,121.33000183105469
2019-01-03,320.5014672869826,3794.92,147.9730000000002,1191.62,35.1682243347168,19.29936408996579,1020.596,2120.512,18.246152877807667,122.43000030517578
2019-01-04,325.80356089456086,3833.53,154.14000000000019,1197.02,36.56208419799805,19.59781074523923,1020.596,2093.386,18.652154922485405,121.44000244140625
2019-01-07,326.98995947515186,4005.34,150.4830000000002,1200.46,37.09818649291992,19.680702209472628,1020.596,2076.037,18.741712570190483,121.86000061035156
2019-01-08,328.5246417571995,4000.42,148.9250000000002,1202.31,37.527069091796875,20.04546928405759,1020.596,2064.887,18.9088916778565,121.52999877929688
2019-01-09,329.5319857955826,4003.99,149.5530000000002,1203.2,37.99169921875,20.053760528564432,1020.596,2047.733,19.123830795288136,122.30999755859375
2019-01-10,330.177225405891,3630.86,126.99800000000019,1205.88,38.13465118408203,20.277593612670877,1020.596,2055.561,19.111888885498097,121.58999633789062
2019-01-11,330.640280241488,3649.22,125.36800000000017,1207.28,38.027435302734375,20.368782043457006,1020.596,2059.663,18.992477416992237,121.80000305175781
2019-01-14,329.3375185669675,3663.59,128.01500000000019,1206.24,37.59855270385742,20.252723693847635,1020.596,2072.466,18.867097854614308,122.08999633789062
2019-01-15,331.5063320895266,3568.48,117.90000000000018,1208.51,37.95595169067383,20.377073287963842,1020.596,2070.911,18.914859771728565,121.87999725341797
2019-01-16,331.92150697507094,3603.49,122.38500000000019,1209.59,38.3133544921875,20.559459686279276,1020.596,2064.549,19.00441932678228,122.2699966430664
2019-01-17,333.2244413983134,3624.82,121.62000000000018,1209.7,38.42056655883789,20.584325790405256,1020.596,2058.318,19.06412506103521,122.11000061035156
2019-01-18,335.5349443636036,3612.39,119.50000000000017,1210.55,38.81371307373047,20.692098617553697,1020.596,2042.333,19.255186080932667,121.0199966430664
2019-01-21,335.5349443636036,3521.04,115.11000000000017,1210.55,38.81371307373047,20.692098617553697,1020.596,2042.636,19.255186080932667,121.0199966430664
2019-01-22,333.18400412269045,3574.52,117.56500000000017,1207.72,38.4563102722168,20.61748886108397,1020.596,2056.328,19.099946975708058,121.44999694824219
2019-01-23,333.5493735871476,3544.51,116.33300000000017,1207.55,38.56352615356445,20.62578201293944,1020.596,2056.59,19.02233123779302,121.27999877929688
2019-01-24,334.06835655264643,3570.93,116.46000000000016,1209.41,38.670745849609375,20.70038604736327,1020.596,2070.666,19.016361236572315,121.08999633789062
2019-01-25,335.5035629621267,3558.51,115.04800000000017,1210.39,38.992408752441406,21.00712013244628,1020.596,2054.868,19.207420349121143,122.86000061035156
2019-01-28,333.97061988422996,3417.04,103.51800000000016,1210.1,38.88519287109375,21.20608520507811,1020.596,2061.322,18.96859550476079,123.29000091552734
