Date,Daily ROR,Index Value
04/26/2017,0.07%,1228.98
04/25/2017,0.19%,1228.14
04/24/2017,0.21%,1225.8
04/21/2017,-0.01%,1223.2
04/20/2017,0.16%,1223.3
04/19/2017,-0.04%,1221.37
04/18/2017,-0.06%,1221.9
04/17/2017,0.12%,1222.65
04/13/2017,-0.09%,1221.2
04/12/2017,-0.07%,1222.24
04/11/2017,-0.05%,1223.16
04/10/2017,-0.02%,1223.82
04/07/2017,0.02%,1224.01
04/06/2017,0.08%,1223.74
04/05/2017,0.08%,1222.72
04/04/2017,-0.02%,1221.71
04/03/2017,-0.12%,1222.01
03/31/2017,0.03%,1223.42
03/30/2017,0.02%,1223.08
03/29/2017,0.18%,1222.83
03/28/2017,0.11%,1220.66
03/27/2017,-0.09%,1219.38
03/24/2017,0.07%,1220.52
03/23/2017,0.14%,1219.64
03/22/2017,-0.18%,1217.96
03/21/2017,-0.25%,1220.16
03/20/2017,-0.04%,1223.2
03/17/2017,-0.06%,1223.67
03/16/2017,0.12%,1224.41
03/15/2017,0.27%,1222.99
03/14/2017,-0.18%,1219.75
03/13/2017,0.05%,1221.9
03/10/2017,0.13%,1221.32
03/09/2017,-0.17%,1219.73
03/08/2017,-0.09%,1221.81
03/07/2017,-0.03%,1222.93
03/06/2017,-0.23%,1223.33
03/03/2017,0.03%,1226.17
03/02/2017,-0.18%,1225.77
03/01/2017,0.40%,1228
02/28/2017,-0.04%,1223.08
02/27/2017,0.11%,1223.53
02/24/2017,-0.19%,1222.17
02/23/2017,-0.04%,1224.48
02/22/2017,-0.10%,1224.94
02/21/2017,0.18%,1226.22
02/17/2017,0.03%,1224.01
02/16/2017,-0.15%,1223.67
02/15/2017,0.38%,1225.53
02/14/2017,0.08%,1220.86
02/13/2017,0.09%,1219.89
02/10/2017,0.29%,1218.85
02/09/2017,0.18%,1215.27
02/08/2017,-0.04%,1213.11
02/07/2017,0.02%,1213.63
02/06/2017,-0.07%,1213.41
02/03/2017,0.25%,1214.29
02/02/2017,0.00%,1211.3
02/01/2017,0.15%,1211.34
01/31/2017,-0.16%,1209.5
01/30/2017,-0.38%,1211.4
01/27/2017,-0.08%,1216.07
01/26/2017,0.30%,1217
01/25/2017,0.20%,1213.41
01/24/2017,0.35%,1210.93
01/23/2017,-0.17%,1206.7
01/20/2017,0.01%,1208.78
01/19/2017,0.04%,1208.71
01/18/2017,0.08%,1208.21
01/17/2017,-0.38%,1207.2
01/13/2017,0.14%,1211.85
01/12/2017,-0.01%,1210.2
01/11/2017,0.18%,1210.33
01/10/2017,0.10%,1208.12
01/09/2017,-0.12%,1206.95
01/06/2017,0.13%,1208.4
01/05/2017,-0.07%,1206.82
01/04/2017,0.20%,1207.65
01/03/2017,0.15%,1205.27
12/30/2016,0.02%,1203.46
12/29/2016,-0.14%,1203.21
12/28/2016,-0.06%,1204.88
12/27/2016,0.00%,1205.57
12/23/2016,0.08%,1205.52
12/22/2016,-0.03%,1204.54
12/21/2016,0.03%,1204.92
12/20/2016,0.18%,1204.62
12/19/2016,-0.07%,1202.45
12/16/2016,0.07%,1203.23
12/15/2016,0.14%,1202.38
12/14/2016,-0.28%,1200.76
12/13/2016,0.08%,1204.18
12/12/2016,-0.06%,1203.17
12/09/2016,0.19%,1203.84
12/08/2016,0.23%,1201.51
12/07/2016,0.21%,1198.78
12/06/2016,0.21%,1196.28
12/05/2016,0.22%,1193.79
12/02/2016,-0.15%,1191.18
12/01/2016,-0.03%,1192.94
11/30/2016,0.21%,1193.24
11/29/2016,0.03%,1190.69
11/28/2016,-0.20%,1190.36
11/25/2016,0.14%,1192.74
11/23/2016,0.11%,1191.09
11/22/2016,0.06%,1189.83
11/21/2016,0.06%,1189.16
11/18/2016,0.06%,1188.45
11/17/2016,0.14%,1187.73
11/16/2016,0.00%,1186.02
11/15/2016,0.10%,1185.98
11/14/2016,-0.02%,1184.76
11/11/2016,-0.09%,1185.05
11/10/2016,0.37%,1186.08
11/09/2016,0.32%,1181.65
11/08/2016,0.10%,1177.9
11/07/2016,0.41%,1176.69
11/04/2016,-0.08%,1171.9
11/03/2016,-0.31%,1172.8
11/02/2016,-0.28%,1176.39
11/01/2016,-0.28%,1179.67
10/31/2016,-0.08%,1182.92
10/28/2016,-0.09%,1183.91
10/27/2016,-0.17%,1184.94
10/26/2016,-0.19%,1186.99
10/25/2016,-0.14%,1189.23
10/24/2016,0.10%,1190.84
10/21/2016,0.04%,1189.69
10/20/2016,0.10%,1189.25
10/19/2016,0.18%,1188.06
10/18/2016,0.20%,1185.89
10/17/2016,-0.11%,1183.57
10/14/2016,-0.07%,1184.84
10/13/2016,-0.14%,1185.65
10/12/2016,-0.06%,1187.37
10/11/2016,-0.26%,1188.07
10/10/2016,0.10%,1191.2
10/07/2016,-0.05%,1190.01
10/06/2016,-0.04%,1190.6
10/05/2016,0.09%,1191.09
10/04/2016,-0.05%,1189.99
10/03/2016,0.08%,1190.62
09/30/2016,0.20%,1189.72
09/29/2016,-0.14%,1187.39
09/28/2016,0.16%,1189.07
09/27/2016,0.09%,1187.11
09/26/2016,-0.14%,1186.04
09/23/2016,0.03%,1187.69
09/22/2016,0.22%,1187.38
09/21/2016,0.15%,1184.73
09/20/2016,-0.12%,1183
09/19/2016,0.15%,1184.46
09/16/2016,-0.02%,1182.71
09/15/2016,0.16%,1182.94
09/14/2016,0.00%,1181.08
09/13/2016,-0.20%,1181.03
09/12/2016,-0.08%,1183.43
09/09/2016,-0.47%,1184.32
09/08/2016,-0.02%,1189.96
09/07/2016,0.17%,1190.17
09/06/2016,0.22%,1188.19
09/02/2016,0.17%,1185.53
09/01/2016,0.03%,1183.57
08/31/2016,-0.11%,1183.17
08/30/2016,0.05%,1184.47
08/29/2016,0.05%,1183.92
08/26/2016,-0.08%,1183.32
08/25/2016,-0.03%,1184.27
08/24/2016,-0.21%,1184.64
08/23/2016,0.02%,1187.1
08/22/2016,0.06%,1186.92
08/19/2016,-0.07%,1186.26
08/18/2016,0.17%,1187.12
08/17/2016,-0.19%,1185.11
08/16/2016,-0.09%,1187.4
08/15/2016,0.21%,1188.49
08/12/2016,0.01%,1186.03
08/11/2016,0.11%,1185.95
08/10/2016,0.06%,1184.63
08/09/2016,0.07%,1183.98
08/08/2016,0.02%,1183.14
08/05/2016,0.20%,1182.95
08/04/2016,0.06%,1180.63
08/03/2016,0.14%,1179.91
08/02/2016,-0.24%,1178.3
08/01/2016,-0.01%,1181.18
07/29/2016,0.10%,1181.29
07/28/2016,0.06%,1180.07
07/27/2016,-0.05%,1179.41
07/26/2016,0.04%,1180.02
07/25/2016,-0.12%,1179.57
07/22/2016,0.07%,1181.01
07/21/2016,-0.02%,1180.19
07/20/2016,0.27%,1180.45
07/19/2016,0.02%,1177.28
07/18/2016,0.12%,1177.08
07/15/2016,-0.05%,1175.69
07/14/2016,0.09%,1176.33
07/13/2016,-0.08%,1175.33
07/12/2016,0.20%,1176.26
07/11/2016,0.14%,1173.89
07/08/2016,0.37%,1172.23
07/07/2016,0.02%,1167.94
07/06/2016,0.27%,1167.71
07/05/2016,-0.36%,1164.57
07/01/2016,0.38%,1168.78
06/30/2016,0.23%,1164.37
06/29/2016,0.76%,1161.64
06/28/2016,0.39%,1152.87
06/27/2016,-0.51%,1148.39
06/24/2016,-1.06%,1154.33
06/23/2016,0.35%,1166.68
06/22/2016,-0.01%,1162.58
06/21/2016,-0.08%,1162.69
06/20/2016,0.25%,1163.65
06/17/2016,0.00%,1160.76
06/16/2016,-0.12%,1160.79
06/15/2016,0.08%,1162.24
06/14/2016,-0.10%,1161.34
06/13/2016,-0.31%,1162.52
06/10/2016,-0.37%,1166.12
06/09/2016,-0.17%,1170.41
06/08/2016,0.18%,1172.35
06/07/2016,0.24%,1170.29
06/06/2016,0.20%,1167.5
06/03/2016,0.01%,1165.14
06/02/2016,0.19%,1165.06
06/01/2016,0.07%,1162.89
05/31/2016,0.02%,1162.08
05/27/2016,0.22%,1161.88
05/26/2016,-0.02%,1159.34
05/25/2016,0.34%,1159.54
05/24/2016,0.26%,1155.6
05/23/2016,-0.05%,1152.59
05/20/2016,0.24%,1153.18
05/19/2016,-0.16%,1150.48
05/18/2016,-0.13%,1152.28
05/17/2016,-0.01%,1153.77
05/16/2016,0.15%,1153.88
05/13/2016,-0.02%,1152.19
05/12/2016,-0.17%,1152.45
05/11/2016,-0.05%,1154.37
05/10/2016,0.44%,1154.97
05/09/2016,-0.01%,1149.95
05/06/2016,-0.03%,1150.06
05/05/2016,0.07%,1150.44
05/04/2016,-0.24%,1149.66
05/03/2016,-0.35%,1152.46
05/02/2016,-0.02%,1156.54
04/29/2016,-0.20%,1156.77
04/28/2016,-0.06%,1159.14
04/27/2016,0.18%,1159.85
04/26/2016,0.09%,1157.75
04/25/2016,-0.19%,1156.74
04/22/2016,0.01%,1158.96
04/21/2016,-0.02%,1158.86
04/20/2016,0.04%,1159.09
04/19/2016,0.35%,1158.58
04/18/2016,0.01%,1154.55
04/15/2016,0.04%,1154.45
04/14/2016,-0.05%,1154
04/13/2016,0.43%,1154.63
04/12/2016,0.10%,1149.68
04/11/2016,-0.01%,1148.5
04/08/2016,0.07%,1148.62
04/07/2016,-0.23%,1147.86
04/06/2016,0.23%,1150.53
04/05/2016,-0.41%,1147.85
04/04/2016,0.00%,1152.57
04/01/2016,0.05%,1152.61
03/31/2016,-0.03%,1152.07
03/30/2016,0.17%,1152.35
03/29/2016,0.23%,1150.42
03/28/2016,-0.05%,1147.74
03/24/2016,-0.07%,1148.31
03/23/2016,-0.17%,1149.09
03/22/2016,0.23%,1151.02
03/21/2016,0.04%,1148.38
03/18/2016,0.10%,1147.91
03/17/2016,0.12%,1146.78
03/16/2016,0.21%,1145.42
03/15/2016,-0.40%,1143.04
03/14/2016,0.01%,1147.58
03/11/2016,0.43%,1147.52
03/10/2016,-0.17%,1142.58
03/09/2016,0.26%,1144.51
03/08/2016,-0.50%,1141.5
03/07/2016,0.03%,1147.21
03/04/2016,0.18%,1146.84
03/03/2016,0.11%,1144.79
03/02/2016,0.12%,1143.5
03/01/2016,0.37%,1142.16
02/29/2016,0.06%,1137.96
02/26/2016,0.12%,1137.3
02/25/2016,0.33%,1135.94
02/24/2016,0.07%,1132.18
02/23/2016,-0.10%,1131.43
02/22/2016,0.26%,1132.59
02/19/2016,-0.04%,1129.63
02/18/2016,0.10%,1130.02
02/17/2016,0.34%,1128.9
02/16/2016,0.43%,1125.09
02/12/2016,0.25%,1120.3
02/11/2016,-0.44%,1117.45
02/10/2016,0.13%,1122.43
02/09/2016,-0.16%,1120.93
02/08/2016,-0.81%,1122.7
02/05/2016,-0.34%,1131.83
02/04/2016,-0.04%,1135.68
02/03/2016,-0.24%,1136.14
02/02/2016,-0.30%,1138.87
02/01/2016,0.06%,1142.26
01/29/2016,0.49%,1141.61
01/28/2016,-0.15%,1136
01/27/2016,-0.32%,1137.71
01/26/2016,0.21%,1141.35
01/25/2016,-0.23%,1138.95
01/22/2016,0.42%,1141.63
01/21/2016,0.01%,1136.84
01/20/2016,-0.29%,1136.72
01/19/2016,-0.37%,1140.01
01/15/2016,-0.33%,1144.21
01/14/2016,-0.18%,1148.04
01/13/2016,-0.37%,1150.12
01/12/2016,0.06%,1154.42
01/11/2016,-0.24%,1153.77
01/08/2016,-0.14%,1156.5
01/07/2016,-0.61%,1158.12
01/06/2016,-0.28%,1165.2
01/05/2016,0.04%,1168.45
01/04/2016,-0.52%,1167.93
12/31/2015,-0.16%,1174.07
12/30/2015,0.00%,1175.93
12/29/2015,0.24%,1175.97
12/28/2015,-0.22%,1173.12
12/24/2015,0.04%,1175.69
12/23/2015,0.39%,1175.27
12/22/2015,0.23%,1170.68
12/21/2015,-0.02%,1168.02
12/18/2015,-0.42%,1168.2
12/17/2015,-0.05%,1173.1
12/16/2015,0.32%,1173.66
12/15/2015,0.32%,1169.92
12/14/2015,-0.41%,1166.14
12/11/2015,-0.56%,1170.97
12/10/2015,-0.03%,1177.62
12/09/2015,-0.13%,1177.99
12/08/2015,-0.24%,1179.58
12/07/2015,-0.25%,1182.4
12/04/2015,0.05%,1185.31
12/03/2015,-0.61%,1184.67
12/02/2015,-0.05%,1191.97
12/01/2015,0.23%,1192.57
11/30/2015,-0.07%,1189.89
11/27/2015,0.05%,1190.74
11/25/2015,0.16%,1190.2
11/24/2015,-0.11%,1188.24
11/23/2015,-0.07%,1189.57
11/20/2015,0.07%,1190.36
11/19/2015,-0.13%,1189.49
11/18/2015,0.17%,1191.09
11/17/2015,0.14%,1189.02
11/16/2015,0.10%,1187.36
11/13/2015,-0.24%,1186.12
11/12/2015,-0.43%,1188.95
11/11/2015,-0.02%,1194.12
11/10/2015,0.03%,1194.34
11/09/2015,-0.40%,1193.99
11/06/2015,0.00%,1198.82
11/05/2015,-0.09%,1198.79
11/04/2015,-0.23%,1199.88
11/03/2015,0.07%,1202.62
11/02/2015,0.27%,1201.8
10/30/2015,-0.04%,1198.54
10/29/2015,0.12%,1198.98
10/28/2015,0.32%,1197.55
10/27/2015,0.00%,1193.77
10/26/2015,0.02%,1193.83
10/23/2015,0.45%,1193.54
10/22/2015,0.09%,1188.16
10/21/2015,-0.27%,1187.09
10/20/2015,-0.19%,1190.3
10/19/2015,0.05%,1192.54
10/16/2015,0.06%,1191.99
10/15/2015,0.25%,1191.33
10/14/2015,-0.06%,1188.39
10/13/2015,-0.19%,1189.04
10/12/2015,-0.09%,1191.27
10/09/2015,-0.02%,1192.31
10/08/2015,0.25%,1192.49
10/07/2015,0.12%,1189.51
10/06/2015,-0.03%,1188.04
10/05/2015,0.43%,1188.44
10/02/2015,0.11%,1183.34
10/01/2015,0.06%,1181.98
09/30/2015,0.48%,1181.26
09/29/2015,-0.33%,1175.57
09/28/2015,-0.88%,1179.52
09/25/2015,-0.10%,1189.99
09/24/2015,-0.20%,1191.21
09/23/2015,-0.16%,1193.6
09/22/2015,-0.47%,1195.54
09/21/2015,0.02%,1201.16
09/18/2015,-0.34%,1200.88
09/17/2015,0.03%,1204.97
09/16/2015,0.15%,1204.64
09/15/2015,0.16%,1202.78
09/14/2015,-0.12%,1200.83
09/11/2015,0.00%,1202.33
09/10/2015,-0.10%,1202.33
09/09/2015,0.11%,1203.54
09/08/2015,0.09%,1202.21
09/04/2015,-0.20%,1201.14
09/03/2015,0.17%,1203.57
09/02/2015,0.14%,1201.57
09/01/2015,-0.53%,1199.91
08/31/2015,-0.07%,1206.24
08/28/2015,0.08%,1207.09
08/27/2015,0.71%,1206.1
08/26/2015,0.25%,1197.58
08/25/2015,0.23%,1194.59
08/24/2015,-1.13%,1191.84
08/21/2015,-0.70%,1205.41
08/20/2015,-0.56%,1213.94
08/19/2015,-0.29%,1220.78
08/18/2015,-0.04%,1224.38
08/17/2015,0.15%,1224.81
08/14/2015,-0.01%,1222.97
08/13/2015,0.08%,1223.06
08/12/2015,-0.48%,1222.08
08/11/2015,-0.20%,1227.96
08/10/2015,0.23%,1230.41
08/07/2015,-0.18%,1227.63
08/06/2015,-0.24%,1229.8
08/05/2015,-0.05%,1232.72
08/04/2015,-0.09%,1233.39
08/03/2015,0.07%,1234.47
07/31/2015,0.01%,1233.56
07/30/2015,0.08%,1233.39
07/29/2015,0.28%,1232.38
07/28/2015,0.17%,1228.89
07/27/2015,-0.50%,1226.78
07/24/2015,-0.35%,1232.95
07/23/2015,-0.23%,1237.34
07/22/2015,-0.07%,1240.23
07/21/2015,-0.07%,1241.11
07/20/2015,-0.08%,1241.98
07/17/2015,0.10%,1243.02
07/16/2015,0.17%,1241.82
07/15/2015,0.04%,1239.7
07/14/2015,0.06%,1239.2
07/13/2015,0.44%,1238.5
07/10/2015,0.50%,1233.12
07/09/2015,0.32%,1226.96
07/08/2015,-0.55%,1222.99
07/07/2015,0.00%,1229.77
07/06/2015,-0.36%,1229.73
07/02/2015,-0.08%,1234.18
07/01/2015,0.10%,1235.17
06/30/2015,0.05%,1233.9
06/29/2015,-1.05%,1233.24
06/26/2015,-0.05%,1246.35
06/25/2015,-0.19%,1246.96
06/24/2015,-0.22%,1249.37
06/23/2015,0.33%,1252.11
06/22/2015,0.29%,1248.02
06/19/2015,-0.12%,1244.45
06/18/2015,0.12%,1245.93
06/17/2015,0.04%,1244.46
06/16/2015,0.03%,1244.03
06/15/2015,-0.26%,1243.63
06/12/2015,-0.09%,1246.85
06/11/2015,0.18%,1248.02
06/10/2015,0.21%,1245.8
06/09/2015,-0.14%,1243.16
06/08/2015,-0.23%,1244.9
06/05/2015,0.02%,1247.71
06/04/2015,-0.36%,1247.49
06/03/2015,0.05%,1251.99
06/02/2015,-0.08%,1251.31
06/01/2015,0.23%,1252.28
05/29/2015,-0.09%,1249.43
05/28/2015,-0.12%,1250.51
05/27/2015,0.18%,1251.96
05/26/2015,-0.16%,1249.69
05/22/2015,0.10%,1251.74
05/21/2015,0.08%,1250.53
05/20/2015,0.00%,1249.55
05/19/2015,0.14%,1249.53
05/18/2015,0.10%,1247.84
05/15/2015,0.15%,1246.58
05/14/2015,0.13%,1244.74
05/13/2015,-0.05%,1243.1
05/12/2015,-0.18%,1243.68
05/11/2015,0.02%,1245.95
05/08/2015,0.35%,1245.73
05/07/2015,0.02%,1241.39
05/06/2015,-0.27%,1241.2
05/05/2015,-0.37%,1244.6
05/04/2015,0.12%,1249.25
05/01/2015,0.13%,1247.79
04/30/2015,-0.24%,1246.2
04/29/2015,-0.18%,1249.24
04/28/2015,-0.23%,1251.53
04/27/2015,0.01%,1254.43
04/24/2015,0.04%,1254.25
04/23/2015,0.04%,1253.77
04/22/2015,-0.02%,1253.32
04/21/2015,0.04%,1253.62
04/20/2015,0.04%,1253.06
04/17/2015,-0.44%,1252.54
04/16/2015,-0.09%,1258.1
04/15/2015,0.23%,1259.18
04/14/2015,-0.11%,1256.3
04/13/2015,0.11%,1257.71
04/10/2015,0.13%,1256.29
04/09/2015,0.19%,1254.65
04/08/2015,0.26%,1252.22
04/07/2015,0.24%,1249.03
04/06/2015,0.14%,1246.04
04/02/2015,0.12%,1244.25
04/01/2015,-0.06%,1242.81
03/31/2015,-0.12%,1243.54
03/30/2015,0.35%,1245.01
03/27/2015,0.16%,1240.72
03/26/2015,-0.14%,1238.78
03/25/2015,-0.32%,1240.47
03/24/2015,-0.05%,1244.4
03/23/2015,-0.06%,1244.98
03/20/2015,0.09%,1245.67
03/19/2015,0.03%,1244.55
03/18/2015,0.29%,1244.16
03/17/2015,0.00%,1240.57
03/16/2015,0.15%,1240.6
03/13/2015,-0.13%,1238.72
03/12/2015,0.30%,1240.29
03/11/2015,0.30%,1236.6
03/10/2015,-0.36%,1232.92
03/09/2015,-0.09%,1237.36
03/06/2015,-0.11%,1238.49
03/05/2015,-0.05%,1239.85
03/04/2015,-0.04%,1240.42
03/03/2015,-0.07%,1240.87
03/02/2015,0.19%,1241.76
02/27/2015,0.14%,1239.41
02/26/2015,0.11%,1237.68
02/25/2015,0.09%,1236.32
02/24/2015,0.11%,1235.17
02/23/2015,0.07%,1233.86
02/20/2015,0.09%,1232.96
02/19/2015,0.07%,1231.82
02/18/2015,0.15%,1230.93
02/17/2015,0.09%,1229.15
02/13/2015,0.16%,1228.04
02/12/2015,0.16%,1226.03
02/11/2015,0.10%,1224.12
02/10/2015,0.14%,1222.84
02/09/2015,-0.23%,1221.12
02/06/2015,0.05%,1223.91
02/05/2015,0.38%,1223.32
02/04/2015,0.02%,1218.67
02/03/2015,0.37%,1218.4
02/02/2015,-0.08%,1213.9
01/30/2015,-0.09%,1214.91
01/29/2015,0.02%,1216.01
01/28/2015,-0.12%,1215.77
01/27/2015,-0.22%,1217.22
01/26/2015,0.15%,1219.9
01/23/2015,0.19%,1218.04
01/22/2015,0.36%,1215.77
01/21/2015,0.07%,1211.39
01/20/2015,-0.10%,1210.49
01/16/2015,0.07%,1211.71
01/15/2015,-0.13%,1210.86
01/14/2015,-0.27%,1212.46
01/13/2015,0.02%,1215.8
01/12/2015,-0.10%,1215.57
01/09/2015,-0.15%,1216.75
01/08/2015,0.60%,1218.58
01/07/2015,0.21%,1211.28
01/06/2015,-0.38%,1208.78
01/05/2015,-0.42%,1213.39
01/02/2015,0.01%,1218.52
12/31/2014,0.02%,1218.41
12/30/2014,-0.01%,1218.17
12/29/2014,0.15%,1218.32
12/26/2014,0.16%,1216.43
12/24/2014,0.00%,1214.49
12/23/2014,0.14%,1214.52
12/22/2014,0.11%,1212.81
12/19/2014,0.36%,1211.54
12/18/2014,0.88%,1207.25
12/17/2014,0.60%,1196.75
12/16/2014,-0.58%,1189.65
12/15/2014,-0.39%,1196.55
12/12/2014,-0.43%,1201.2
12/11/2014,-0.03%,1206.38
12/10/2014,-0.36%,1206.76
12/09/2014,-0.42%,1211.11
12/08/2014,-0.49%,1216.24
12/05/2014,0.13%,1222.26
12/04/2014,-0.14%,1220.7
12/03/2014,0.15%,1222.36
12/02/2014,0.05%,1220.51
12/01/2014,-0.63%,1219.9
11/28/2014,-0.03%,1227.62
11/26/2014,0.08%,1227.99
11/25/2014,0.02%,1227.02
11/24/2014,0.27%,1226.81
11/21/2014,0.26%,1223.51
11/20/2014,0.03%,1220.28
11/19/2014,-0.12%,1219.98
11/18/2014,0.20%,1221.49
11/17/2014,-0.15%,1219.01
11/14/2014,-0.09%,1220.89
11/13/2014,0.01%,1221.97
11/12/2014,0.03%,1221.89
11/11/2014,0.10%,1221.52
11/10/2014,-0.16%,1220.26
11/07/2014,0.03%,1222.26
11/06/2014,0.05%,1221.92
11/05/2014,0.26%,1221.33
11/04/2014,-0.38%,1218.17
11/03/2014,-0.06%,1222.81
10/31/2014,0.34%,1223.59
10/30/2014,0.21%,1219.5
10/29/2014,-0.12%,1216.91
10/28/2014,0.35%,1218.34
10/27/2014,-0.22%,1214.15
10/24/2014,0.03%,1216.87
10/23/2014,0.27%,1216.51
10/22/2014,-0.16%,1213.27
10/21/2014,0.49%,1215.22
10/20/2014,0.18%,1209.3
10/17/2014,0.64%,1207.15
10/16/2014,0.13%,1199.44
10/15/2014,-0.67%,1197.89
10/14/2014,-0.18%,1205.92
10/13/2014,-0.38%,1208.15
10/10/2014,-0.57%,1212.78
10/09/2014,-0.63%,1219.7
10/08/2014,-0.06%,1227.49
10/07/2014,-0.61%,1228.24
10/06/2014,-0.06%,1235.74
10/03/2014,0.49%,1236.54
10/02/2014,-0.22%,1230.56
10/01/2014,-0.55%,1233.22
09/30/2014,-0.14%,1240.01
09/29/2014,-0.14%,1241.77
09/26/2014,0.18%,1243.48
09/25/2014,-0.32%,1241.25
09/24/2014,0.13%,1245.27
09/23/2014,-0.22%,1243.65
09/22/2014,-0.31%,1246.39
09/19/2014,0.03%,1250.3
09/18/2014,0.25%,1249.94
09/17/2014,0.00%,1246.77
09/16/2014,-0.05%,1246.77
09/15/2014,-0.12%,1247.41
09/12/2014,-0.13%,1248.93
09/11/2014,0.10%,1250.54
09/10/2014,-0.11%,1249.3
09/09/2014,-0.08%,1250.62
09/08/2014,-0.03%,1251.61
09/05/2014,0.00%,1251.96
09/04/2014,0.06%,1252
09/03/2014,-0.02%,1251.21
09/02/2014,0.15%,1251.4
08/29/2014,0.19%,1249.57
08/28/2014,-0.08%,1247.26
08/27/2014,0.06%,1248.27
08/26/2014,0.11%,1247.56
08/25/2014,0.14%,1246.22
08/22/2014,0.01%,1244.49
08/21/2014,0.12%,1244.39
08/20/2014,0.01%,1242.86
08/19/2014,0.25%,1242.79
08/18/2014,0.26%,1239.66
08/15/2014,0.02%,1236.49
08/14/2014,0.23%,1236.25
08/13/2014,0.16%,1233.47
08/12/2014,-0.04%,1231.51
08/11/2014,0.39%,1231.95
08/08/2014,0.05%,1227.19
08/07/2014,-0.15%,1226.61
08/06/2014,-0.20%,1228.45
08/05/2014,-0.23%,1230.92
08/04/2014,0.08%,1233.69
08/01/2014,-0.28%,1232.72
07/31/2014,-0.48%,1236.15
07/30/2014,-0.08%,1242.06
07/29/2014,-0.04%,1243.01
07/28/2014,-0.17%,1243.5
07/25/2014,-0.06%,1245.56
07/24/2014,0.04%,1246.36
07/23/2014,0.09%,1245.87
07/22/2014,0.23%,1244.69
07/21/2014,-0.07%,1241.79
07/18/2014,0.19%,1242.61
07/17/2014,-0.24%,1240.29
07/16/2014,0.10%,1243.25
07/15/2014,-0.11%,1241.99
07/14/2014,0.21%,1243.33
07/11/2014,0.03%,1240.68
07/10/2014,-0.34%,1240.27
07/09/2014,-0.02%,1244.54
07/08/2014,-0.33%,1244.85
07/07/2014,-0.35%,1249.02
07/03/2014,0.22%,1253.4
07/02/2014,0.08%,1250.7
07/01/2014,0.21%,1249.75
06/30/2014,0.12%,1247.16
06/27/2014,0.04%,1245.65
06/26/2014,-0.02%,1245.2
06/25/2014,0.00%,1245.4
06/24/2014,-0.21%,1245.38
06/23/2014,-0.01%,1247.95
06/20/2014,0.03%,1248.02
06/19/2014,0.21%,1247.69
06/18/2014,0.23%,1245.04
06/17/2014,0.06%,1242.2
06/16/2014,-0.07%,1241.47
06/13/2014,-0.05%,1242.32
06/12/2014,-0.07%,1243
06/11/2014,-0.13%,1243.87
06/10/2014,0.03%,1245.52
06/09/2014,0.08%,1245.15
06/06/2014,0.23%,1244.1
06/05/2014,0.29%,1241.21
06/04/2014,0.11%,1237.57
06/03/2014,-0.04%,1236.21
06/02/2014,0.09%,1236.74
05/30/2014,-0.01%,1235.67
05/29/2014,0.10%,1235.77
05/28/2014,0.06%,1234.52
05/27/2014,0.32%,1233.8
05/23/2014,0.17%,1229.89
05/22/2014,0.24%,1227.82
05/21/2014,0.22%,1224.84
05/20/2014,-0.15%,1222.15
05/19/2014,0.06%,1224.03
05/16/2014,-0.02%,1223.36
05/15/2014,-0.43%,1223.54
05/14/2014,-0.15%,1228.8
05/13/2014,0.11%,1230.63
05/12/2014,0.32%,1229.33
05/09/2014,-0.09%,1225.47
05/08/2014,-0.06%,1226.6
05/07/2014,-0.16%,1227.3
05/06/2014,-0.12%,1229.22
05/05/2014,-0.11%,1230.73
05/02/2014,0.08%,1232.14
05/01/2014,0.08%,1231.1
04/30/2014,0.01%,1230.12
04/29/2014,0.15%,1229.97
04/28/2014,-0.20%,1228.14
04/25/2014,-0.31%,1230.58
04/24/2014,0.10%,1234.35
04/23/2014,-0.06%,1233.06
04/22/2014,0.28%,1233.77
04/21/2014,0.07%,1230.37
04/17/2014,0.13%,1229.45
04/16/2014,0.37%,1227.9
04/15/2014,-0.08%,1223.37
04/14/2014,-0.15%,1224.38
04/11/2014,-0.43%,1226.16
04/10/2014,-0.31%,1231.4
04/09/2014,0.27%,1235.21
04/08/2014,-0.13%,1231.93
04/07/2014,-0.49%,1233.59
04/04/2014,-0.19%,1239.65
04/03/2014,-0.05%,1241.95
04/02/2014,0.08%,1242.57
04/01/2014,0.20%,1241.56
03/31/2014,0.30%,1239.14
03/28/2014,0.17%,1235.47
03/27/2014,-0.05%,1233.35
03/26/2014,-0.14%,1233.98
03/25/2014,0.12%,1235.74
03/24/2014,-0.20%,1234.31
03/21/2014,-0.01%,1236.74
03/20/2014,-0.11%,1236.86
03/19/2014,-0.07%,1238.22
03/18/2014,0.25%,1239.15
03/17/2014,0.13%,1236.03
03/14/2014,-0.12%,1234.38
03/13/2014,-0.23%,1235.9
03/12/2014,-0.18%,1238.76
03/11/2014,-0.13%,1240.98
03/10/2014,-0.11%,1242.63
03/07/2014,-0.04%,1244.04
03/06/2014,0.04%,1244.56
03/05/2014,0.02%,1244.02
03/04/2014,0.42%,1243.81
03/03/2014,-0.27%,1238.66
02/28/2014,0.11%,1241.97
02/27/2014,0.21%,1240.62
02/26/2014,0.08%,1238
02/25/2014,0.08%,1237
02/24/2014,0.15%,1236.04
02/21/2014,0.11%,1234.23
02/20/2014,-0.02%,1232.86
